"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"17.08.2022","217,45","219,00","222,10","215,90","5,87K","-0,87%"
"16.08.2022","219,35","224,90","225,00","218,70","11,23K","-2,73%"
"15.08.2022","225,50","226,05","226,25","221,65","10,18K","-0,49%"
"12.08.2022","226,60","223,85","227,70","221,25","16,57K","1,18%"
"11.08.2022","223,95","221,20","224,45","215,25","20,78K","1,59%"
"10.08.2022","220,45","212,75","221,35","212,60","21,80K","3,62%"
"09.08.2022","212,75","212,00","213,50","208,20","21,43K","0,42%"
"08.08.2022","211,85","210,40","215,70","207,50","25,34K","1,15%"
"05.08.2022","209,45","220,10","221,95","208,55","36,20K","-4,49%"
"04.08.2022","219,30","214,80","220,45","214,15","22,02K","2,17%"
"03.08.2022","214,65","207,80","218,55","207,40","19,56K","2,26%"
"02.08.2022","209,90","211,70","212,80","205,90","18,77K","-1,55%"
"01.08.2022","213,20","217,55","222,20","210,40","19,38K","-1,84%"
"29.07.2022","217,20","219,40","220,40","211,95","19,37K","-0,55%"
"28.07.2022","218,40","219,30","221,40","214,25","14,42K","-0,32%"
"27.07.2022","219,10","213,05","220,25","212,55","19,70K","2,77%"
"26.07.2022","213,20","210,50","215,10","209,65","13,85K","1,50%"
"25.07.2022","210,05","205,20","211,25","204,20","15,07K","1,62%"
"22.07.2022","206,70","214,80","214,80","205,50","21,96K","-4,24%"
"21.07.2022","215,85","217,30","218,25","214,30","11,86K","-1,05%"
"20.07.2022","218,15","216,00","218,60","213,95","13,33K","-1,02%"
"19.07.2022","220,40","215,00","216,75","211,35","14,04K","0,59%"
"18.07.2022","219,10","216,30","216,30","216,30","0,00K","7,56%"
"15.07.2022","203,70","198,00","202,15","194,60","21,17K","2,26%"
"14.07.2022","199,20","207,20","207,30","194,95","31,31K","-5,70%"
"13.07.2022","211,25","209,80","209,80","209,80","0,00K","0,96%"
"12.07.2022","209,25","216,00","216,00","209,00","0,01K","-3,53%"
"11.07.2022","216,90","222,70","222,70","222,70","0,01K","-2,69%"
"08.07.2022","222,90","222,35","222,35","219,00","0,08K","0,32%"
"07.07.2022","222,20","225,75","225,75","225,75","0,00K","-0,13%"
"06.07.2022","222,50","223,55","223,55","222,25","0,00K","-0,96%"
"05.07.2022","224,65","227,50","227,50","224,95","0,01K","-1,66%"
"01.07.2022","228,45","232,85","232,85","227,90","0,07K","-2,20%"
"30.06.2022","233,60","233,70","233,70","233,70","0,01K","0,41%"
"29.06.2022","232,65","223,30","232,65","223,25","0,03K","4,84%"
"28.06.2022","221,90","224,50","224,95","221,25","0,02K","-1,81%"
"27.06.2022","226,00","227,40","229,20","224,25","0,07K","-0,26%"
"24.06.2022","226,60","231,25","234,45","226,00","0,14K","-2,52%"
"23.06.2022","232,45","238,50","238,50","231,70","0,56K","-2,58%"
"22.06.2022","238,60","233,95","239,00","232,50","0,30K","2,36%"
"21.06.2022","233,10","227,90","236,40","227,90","14,72K","2,39%"
"17.06.2022","227,65","232,70","234,50","226,80","9,11K","-1,85%"
"16.06.2022","231,95","228,50","233,00","226,20","5,59K","1,51%"
"15.06.2022","228,50","225,85","229,70","221,75","9,19K","0,68%"
"14.06.2022","226,95","224,25","229,25","222,90","12,87K","1,61%"
"13.06.2022","223,35","226,80","227,85","218,90","22,84K","-2,42%"
"10.06.2022","228,90","234,00","235,45","227,80","38,91K","-2,45%"
"09.06.2022","234,65","231,25","235,70","230,30","23,01K","1,21%"
"08.06.2022","231,85","233,00","234,60","229,85","21,82K","-0,13%"
"07.06.2022","232,15","235,40","238,65","230,75","28,72K","-2,27%"
"06.06.2022","237,55","233,60","240,45","232,85","27,69K","2,22%"
"03.06.2022","232,40","236,15","240,00","231,45","19,09K","-2,46%"
"02.06.2022","238,25","239,45","242,00","236,95","19,68K","-0,50%"
"01.06.2022","239,45","232,05","240,65","232,05","30,34K","3,55%"
"31.05.2022","231,25","228,30","233,80","223,85","25,58K","0,78%"
"27.05.2022","229,45","225,10","229,90","224,20","14,25K","1,26%"
"26.05.2022","226,60","216,85","227,30","216,50","20,95K","4,40%"
"25.05.2022","217,05","213,20","218,30","212,25","17,43K","1,59%"
"24.05.2022","213,65","215,25","215,60","211,00","15,18K","-0,97%"
"23.05.2022","215,75","216,85","217,70","214,75","12,02K","-0,05%"
"20.05.2022","215,85","221,90","223,30","214,30","14,56K","-1,30%"
"19.05.2022","218,70","218,00","219,40","213,20","14,52K","0,05%"
"18.05.2022","218,60","226,50","226,50","215,75","18,11K","-4,21%"
"17.05.2022","228,20","224,00","229,35","220,55","18,76K","1,06%"
"16.05.2022","225,80","224,00","224,00","223,50","0,01K","6,06%"
"13.05.2022","212,90","215,90","216,85","209,65","19,97K","-0,98%"
"12.05.2022","215,00","216,40","217,20","205,55","0,12K","-2,32%"
"11.05.2022","220,10","204,05","220,45","204,05","29,97K","7,89%"
"10.05.2022","204,00","206,25","207,70","206,25","0,01K","-1,11%"
"09.05.2022","206,30","212,00","212,00","204,55","0,03K","-2,50%"
"06.05.2022","211,60","214,55","214,55","211,45","0,01K","-3,11%"
"05.05.2022","218,40","218,50","218,50","218,00","0,04K","-1,27%"
"04.05.2022","221,20","219,85","221,05","219,85","0,00K","1,37%"
"03.05.2022","218,20","216,95","220,30","216,95","0,01K","0,83%"
"02.05.2022","216,40","217,70","217,70","215,10","0,06K","-2,76%"
"29.04.2022","222,55","217,90","224,40","217,80","14,48K","2,13%"
"28.04.2022","217,90","217,00","218,40","214,65","0,14K","0,90%"
"27.04.2022","215,95","220,30","220,40","215,00","0,11K","-2,46%"
"26.04.2022","221,40","223,00","223,00","220,60","0,04K","0,27%"
"25.04.2022","220,80","226,40","226,40","221,20","0,04K","-2,86%"
"22.04.2022","227,30","227,50","229,65","226,00","0,07K","-0,37%"
"21.04.2022","228,15","220,25","228,15","218,00","0,26K","4,27%"
"20.04.2022","218,80","222,00","222,95","217,25","9,96K","-1,13%"
"19.04.2022","221,30","223,50","224,80","219,75","11,59K","-0,98%"
"18.04.2022","223,50","224,30","225,60","220,00","7,04K","-0,04%"
"14.04.2022","223,60","225,85","227,70","221,00","15,62K","-0,64%"
"13.04.2022","225,05","233,85","235,00","224,65","25,95K","-3,66%"
"12.04.2022","233,60","237,40","237,75","232,75","19,66K","-1,27%"
"11.04.2022","236,60","231,65","237,60","230,95","28,21K","2,14%"
"08.04.2022","231,65","225,15","233,00","224,80","34,34K","2,43%"
"07.04.2022","226,15","229,20","230,25","224,20","29,01K","-0,64%"
"06.04.2022","227,60","230,95","231,55","225,00","30,56K","-1,60%"
"05.04.2022","231,30","231,70","232,25","228,80","20,02K","0,30%"
"04.04.2022","230,60","227,80","231,85","226,25","20,02K","0,96%"
"01.04.2022","228,40","226,00","230,40","224,80","13,42K","0,88%"
"31.03.2022","226,40","222,05","227,65","220,15","18,05K","2,05%"
"30.03.2022","221,85","215,55","223,20","213,10","16,24K","2,85%"
"29.03.2022","215,70","215,25","217,40","214,00","12,36K","0,54%"
"28.03.2022","214,55","221,75","222,95","212,50","23,42K","-3,29%"
"25.03.2022","221,85","222,95","223,20","219,40","9,39K","0,00%"
"24.03.2022","221,85","225,70","227,10","220,55","11,84K","-1,53%"
"23.03.2022","225,30","224,20","228,65","223,20","13,00K","0,11%"
"22.03.2022","225,05","224,90","227,85","223,30","14,17K","-0,35%"
"21.03.2022","225,85","222,65","222,65","222,65","0,03K","2,52%"
"18.03.2022","220,30","215,55","221,25","214,40","14,28K","1,38%"
"17.03.2022","217,30","216,00","218,00","216,00","0,01K","-0,59%"
"16.03.2022","218,60","214,30","214,30","211,30","0,01K","2,97%"
"15.03.2022","212,30","211,50","211,50","211,50","0,01K","-3,35%"
"14.03.2022","219,65","220,50","224,05","218,80","0,03K","-1,48%"
"11.03.2022","222,95","224,60","225,40","221,20","14,46K","-1,00%"
"10.03.2022","225,20","230,00","230,00","223,85","0,01K","-2,28%"
"09.03.2022","230,45","233,40","235,90","227,65","18,94K","-1,54%"
"08.03.2022","234,05","223,20","233,40","223,20","0,01K","3,79%"
"07.03.2022","225,50","226,35","229,55","225,20","0,01K","0,60%"
"04.03.2022","224,15","224,25","224,90","223,40","0,01K","0,00%"
"03.03.2022","224,15","231,55","231,55","224,00","0,01K","-2,73%"
"02.03.2022","230,45","235,00","235,00","229,00","0,01K","-2,87%"
"01.03.2022","237,25","236,95","236,95","236,00","0,00K","1,28%"
"28.02.2022","234,25","239,50","239,50","233,95","0,01K","-2,42%"
"25.02.2022","240,05","243,35","243,35","239,50","0,03K","0,29%"
"24.02.2022","239,35","248,50","248,50","238,95","0,05K","-3,72%"
"23.02.2022","248,60","249,50","252,75","248,40","0,03K","0,06%"
"22.02.2022","248,45","246,70","249,10","244,00","0,06K","0,65%"
"18.02.2022","246,85","252,35","252,35","244,30","0,10K","-1,85%"
"17.02.2022","251,50","252,20","253,60","248,95","1,15K","-0,30%"
"16.02.2022","252,25","253,00","254,55","250,05","16,71K","0,16%"
"15.02.2022","251,85","249,45","252,20","246,95","15,14K","1,74%"
"14.02.2022","247,55","251,25","253,90","244,80","16,81K","-1,63%"
"11.02.2022","251,65","254,60","256,80","250,85","24,39K","-1,39%"
"10.02.2022","255,20","259,10","260,45","253,65","30,10K","-1,22%"
"09.02.2022","258,35","248,30","259,50","247,90","45,25K","3,78%"
"08.02.2022","248,95","242,00","250,00","241,75","49,90K","3,02%"
"07.02.2022","241,65","241,60","242,90","239,55","22,86K","-0,08%"
"04.02.2022","241,85","244,05","244,40","238,10","24,38K","-0,84%"
"03.02.2022","243,90","239,50","244,30","237,85","25,16K","2,14%"
"02.02.2022","238,80","237,70","240,35","236,25","17,51K","0,89%"
"01.02.2022","236,70","235,75","240,85","235,75","27,18K","0,68%"
"31.01.2022","235,10","235,35","237,70","233,80","18,12K","-0,34%"
"28.01.2022","235,90","233,05","237,90","230,30","15,33K","1,66%"
"27.01.2022","232,05","237,25","237,75","231,55","27,59K","-2,87%"
"26.01.2022","238,90","238,60","241,35","237,25","10,68K","0,42%"
"25.01.2022","237,90","235,00","239,00","234,55","21,34K","2,12%"
"24.01.2022","232,95","237,45","237,50","230,45","30,85K","-2,08%"
"21.01.2022","237,90","241,30","242,20","236,00","21,50K","-2,36%"
"20.01.2022","243,65","245,00","245,00","241,00","14,34K","-0,33%"
"19.01.2022","244,45","238,40","245,00","238,35","17,08K","2,02%"
